iter	Logloss
326	0.2870620018
327	0.2866894626
328	0.28595364
329	0.2854553341
330	0.2848205566
331	0.2847297136
332	0.2843384558
333	0.2837405833
334	0.2829967173
335	0.2822071046
336	0.2815963686
337	0.2808905313
338	0.2804480264
339	0.2794410351
340	0.2794367177
341	0.2790107136
342	0.278562738
343	0.2781404303
344	0.2777059392
345	0.2770090621
346	0.2761526773
347	0.2752791412
348	0.2747041569
349	0.2742162897
350	0.2737348098
351	0.2729960301
352	0.2726470888
353	0.2724874925
354	0.2721107542
355	0.2713924378
356	0.2710319933
357	0.2706562308
358	0.2702421144
359	0.2699567218
360	0.2694228416
361	0.2689206027
362	0.2682729913
363	0.2676841677
364	0.2672576017
365	0.2668496657
366	0.2660879682
367	0.2658173317
368	0.2653253245
369	0.2646764711
370	0.2641902894
371	0.263766444
372	0.2634237127
373	0.263193234
374	0.262941878
375	0.2623108856
376	0.2617620424
377	0.2613228495
378	0.2604281403
379	0.259763141
380	0.2594753532
381	0.2590449134
382	0.2586507575
383	0.2584494066
384	0.2577910608
385	0.2572574468
386	0.2567781552
387	0.256118597
388	0.2554187331
389	0.255027357
390	0.2546466266
391	0.2542869509
392	0.253974264
393	0.2531957996
394	0.252599731
395	0.2522229631
396	0.2518359044
397	0.2511460652
398	0.2507737921
399	0.2500531692
400	0.2492417624
401	0.2489092923
402	0.2482035437
403	0.2476459178
404	0.2472791006
405	0.2469611944
406	0.2465221937
407	0.2459793387
408	0.2453685287
409	0.2450265071
410	0.244466752
411	0.2441087324
412	0.243673088
413	0.2433707511
414	0.242624756
415	0.2419010872
416	0.2413061127
417	0.2410799219
418	0.2404334785
419	0.2398433242
420	0.2390861807
421	0.238594617
422	0.2379040681
423	0.237314313
424	0.2369620449
425	0.236785179
426	0.2364868933
427	0.2360830529
428	0.2355672555
429	0.2349172784
430	0.2342590214
431	0.233773091
432	0.2334557762
433	0.2329803142
434	0.232583423
435	0.2317163926
436	0.2311013983
437	0.2303341119
438	0.2298630116
439	0.22922507
440	0.228774226
441	0.2283952403
442	0.2278059287
443	0.2271265725
444	0.2268867197
445	0.2264618097
446	0.2258898861
447	0.2254908066
448	0.2249726288
449	0.2247026577
450	0.2245131944
451	0.2239203046
452	0.2234489677
453	0.2229311004
454	0.2223733266
455	0.2215284747
456	0.2209066938
457	0.2201814578
458	0.2196304262
459	0.2192279904
460	0.2186579446
461	0.2179924573
462	0.2173378819
463	0.2168979793
464	0.2163759424
465	0.2160592634
466	0.2153892517
467	0.2147823896
468	0.2142147833
469	0.213748163
470	0.2130625673
471	0.2124398106
472	0.2118827761
473	0.2114054953
474	0.210796164
475	0.2102497012
476	0.2095903944
477	0.2093073527
478	0.2088793821
479	0.2084270448
480	0.2079124155
481	0.2073700927
482	0.2069706584
483	0.2064739493
484	0.2062097002
485	0.205682858
486	0.2052650452
487	0.2047033088
488	0.2041752542
489	0.203672276
490	0.2032009095
491	0.202448113
492	0.2021546623
493	0.2016546116
494	0.2014455574
495	0.2007751761
496	0.2003672696
497	0.1998776576
498	0.1994048865
499	0.1989205235
500	0.1986931498
501	0.1979269131
502	0.1973540136
503	0.1968315775
504	0.196298481
505	0.195767898
506	0.1953530275
507	0.1950312622
508	0.1944842819
509	0.1940031717
510	0.1936815691
511	0.1933664425
512	0.1931209416
513	0.1927386439
514	0.1922516342
515	0.1918866505
516	0.1913558309
517	0.1909172295
518	0.1904462918
519	0.1899507508
520	0.1894883592
521	0.1890682102
522	0.1885815406
523	0.1882524564
524	0.187721903
525	0.1870117188
526	0.1865005937
527	0.1860719134
528	0.1857374916
529	0.1853641244
530	0.1849397911
531	0.1845988636
532	0.1840768563
533	0.1835377272
534	0.1831730687
535	0.182757385
536	0.1823621646
537	0.1819601133
538	0.181600822
539	0.1809932058
540	0.1806544962
541	0.1802967426
542	0.1797980671
543	0.1794553358
544	0.1790574687
545	0.1787604399
546	0.1781982304
547	0.1779440355
548	0.1775194952
549	0.17700355
550	0.1766485761
551	0.1762715273
552	0.1759233401
553	0.175467883
554	0.1749905727
555	0.1745766337
556	0.174140871
557	0.1737259857
558	0.1731521399
559	0.172842144
560	0.1724618867
561	0.1719031371
562	0.1715651372
563	0.1713317605
564	0.1710916859
565	0.1706660663
566	0.170220072
567	0.1697916134
568	0.1695284437
569	0.1692333369
570	0.1687735624
571	0.1684096432
572	0.1680837823
573	0.1677436829
574	0.1674302123
575	0.1671571658
576	0.1669101863
577	0.1664991748
578	0.1661866654
579	0.1657603064
580	0.1652926807
581	0.1650348782
582	0.1647320385
583	0.1644078927
584	0.1640763394
585	0.1637098919
586	0.1634200932
587	0.1630636407
588	0.162841649
589	0.1624721113
590	0.1621209078
591	0.1618375852
592	0.1614997331
593	0.1612341385
594	0.1609684848
595	0.1605530081
596	0.1602012575
597	0.1599207294
598	0.1594728278
599	0.1591964544
600	0.1588840041
601	0.15852146
602	0.1579995118
603	0.1577779193
604	0.1575705506
605	0.1571270107
606	0.1567858615
607	0.1564677039
608	0.156079965
609	0.1558782297
610	0.1555104071
611	0.1551906379
612	0.1548647918
613	0.1543141151
614	0.1538689192
615	0.1538218565
616	0.1535138123
617	0.1530947574
618	0.1527783446
619	0.1524679494
620	0.1521032171
621	0.1518257052
622	0.1513953098
623	0.1510445351
624	0.1506822571
625	0.1501419008
626	0.1499036449
627	0.1495272319
628	0.1492327609
629	0.1490285119
630	0.1486670324
631	0.1482736307
632	0.1478569859
633	0.1476210809
634	0.1473627608
635	0.1469185703
636	0.1467882349
637	0.1464477657
638	0.1460686617
639	0.1459116381
640	0.1455682858
641	0.1452712421
642	0.144925391
643	0.1446291606
644	0.1442986718
645	0.143938449
646	0.1436176004
647	0.1433106799
648	0.1429606297
649	0.1427626795
650	0.1424526392
651	0.1422287993
652	0.1419770884
653	0.1416616218
654	0.1413149575
655	0.1409840103
656	0.1408223884
657	0.1406541425
658	0.1404606427
659	0.1403305734
660	0.1400564623
661	0.1397040611
662	0.1393872786
663	0.1391018564
664	0.1387540832
665	0.1384291242
666	0.1384061473
667	0.138009818
668	0.1376821237
669	0.1373117876
670	0.1370577849
671	0.1367087401
672	0.1364564822
673	0.1362365013
674	0.1358550907
675	0.135661931
676	0.1352640492
677	0.1349452706
678	0.1346919481
679	0.1345290103
680	0.1342356187
681	0.1337708466
682	0.1334219644
683	0.133132491
684	0.1329923526
685	0.1325738449
686	0.1322388612
687	0.1320205511
688	0.1318687469
689	0.1316022947
690	0.1312710074
691	0.1310239097
692	0.1310194149
693	0.130788877
694	0.1304757022
695	0.1302533852
696	0.130039496
697	0.1298584162
698	0.1295653351
699	0.1293299919
700	0.1290768025
701	0.1288564519
702	0.1285626907
703	0.128351729
704	0.1280205897
705	0.1278755868
706	0.1275608743
707	0.1272696857
708	0.1270707596
709	0.1269232136
710	0.1265700584
711	0.1261931131
712	0.1259212346
713	0.1257464387
714	0.1256142845
715	0.125415181
716	0.1252833965
717	0.1250844704
718	0.1249469639
719	0.1247126557
720	0.1244919651
721	0.1242165676
722	0.1241206679
723	0.1238808004
724	0.1236560807
725	0.1233053725
726	0.1230162096
727	0.1227978403
728	0.122496908
729	0.1223439949
730	0.1221817371
731	0.1218148904
732	0.1214714346
733	0.12131586
734	0.1211241936
735	0.1208250874
736	0.1205735317
737	0.1202882279
738	0.1200437546
739	0.1198126919
740	0.1196240713
741	0.1194804879
742	0.1192359998
743	0.1190974139
744	0.118863261
745	0.1185834352
746	0.1183368624
747	0.1182050335
748	0.1179501585
749	0.1176510153
750	0.117548292
751	0.1175258622
752	0.1173777469
753	0.1172481286
754	0.1169858977
755	0.1168288076
756	0.1165034863
757	0.116151854
758	0.1160005229
759	0.1158284771
760	0.1156671287
761	0.1154881854
762	0.1152475047
763	0.1149569888
764	0.1149276763
765	0.1147394994
766	0.1145642746
767	0.1142565705
768	0.1138999407
769	0.1137263719
770	0.1135452625
771	0.1133419599
772	0.113123221
773	0.1129594995
774	0.1126590551
775	0.1124653631
776	0.1121519887
777	0.1119122173
778	0.1117559182
779	0.1116332195
780	0.1113874968
781	0.1113657323
782	0.111224936
783	0.1109845509
784	0.1108020516
785	0.110689215
786	0.1106146657
787	0.1104562005
788	0.1102571118
